Sweetness
High
Medium
High
High
High
Medium
Medium
High
Medium
High
Low
High
Medium
Medium
High
High
Medium
High
Medium
High
High
Low
Low
Low
Low
Medium
High
Medium
Low
High
High
Low
Low
Medium
High
Medium
High
High
High
Medium
Low
Low
High
High
High
Low
Low
Medium
Medium
High
High
High
High
High
Medium
Medium
Low
Medium
Low
High
High
Medium
Medium
High
Medium
High
High
High
Low
Low
Low
Low
Medium
Medium
High
Medium
Medium
Low
Low
Low
Medium
Medium
Low
Low
Low
Medium
Low
Medium
Low
Low
High
High
Low
Medium
Low
High
Medium
Low
Medium
High
High
Low
Medium
High
Low
High
Medium
Medium
Medium
Low
High
High
High
High
Medium
Low
Medium
High
Medium
Low
High
Medium
Medium
Medium
Medium
Medium
Low
Medium
Low
Low
Medium
Medium
High
Medium
High
Low
Low
Medium
High
Low
Low
Low
Low
Low
Medium
Low
Low
Low
Medium
Low
Low
High
High
Low
Medium
Medium
Low
Medium
Low
Low
High
Low
Low
Low
Low
Medium
High
Low
High
Medium
Medium
Medium
Medium
Low
Medium
High
High
High
Medium
High
Low
High
Medium
Low
High
Medium
Low
Medium
Low
Low
Medium
Medium
High
High
High
High
High
Low
High
Low
