red, green, blue, H, S, V, r, rg, most_red, least_red, most_yellow, 1_g_r, 1_rg_r, 1_gb_r, 1_rgb_r, 1_r_rg, 1_g_rg, 1_gb_rb, 1_rgb_rb, 1_r_rgb, 1_gb_rgb
166.4,139.87,74.73,20.11,144.28,167.91,-48.2,231.54,72.0,-241.0,358.0,0.8405649038461539,1.8405649038461536,1.2896634615384617,2.2896634615384617,0.5433114572109577,0.4566885427890424,0.8899763612988846,1.5800605482519805,0.436745406824147,0.563254593175853
162.81,143.37,58.52,23.37,167.25,165.41,-39.08,247.66,81.0,-238.0,377.0,0.8805970149253731,1.8805970149253728,1.2400343959216265,2.2400343959216262,0.5317460317460317,0.4682539682539682,0.9121673519179506,1.6477657796051144,0.446421716479298,0.553578283520702
162.48,109.97,63.85,14.0,163.19,162.71,-11.34,208.6,102.0,-245.0,349.0,0.6768217626784836,1.6768217626784836,1.0697932053175776,2.069793205317578,0.5963663057441733,0.4036336942558268,0.7679936376088013,1.485883444527902,0.4831400535236395,0.5168599464763604
162.77,105.04,63.02,22.77,160.44,162.89,-5.29,204.79,136.0,-232.0,370.0,0.6453277631013086,1.6453277631013086,1.0324998464090434,2.032499846409044,0.607781636234644,0.392218363765356,0.7443199433101554,1.4652110368041098,0.4920049572287882,0.5079950427712119
158.39,110.68,57.22,32.13,168.7,158.95,-9.51,211.85,138.0,-247.0,354.0,0.6987814887303493,1.6987814887303492,1.0600416692973045,2.0600416692973043,0.5886572267439699,0.4113427732560301,0.7787208385510876,1.5133342609340938,0.4854270740752092,0.5145729259247909
174.43,105.33,59.04,32.18,174.25,174.58,10.06,220.72,164.0,-241.0,385.0,0.6038525483001776,1.6038525483001775,0.9423264346729346,1.9423264346729348,0.6234987131827281,0.3765012868172719,0.7040304964235233,1.4511500406904527,0.5148465171192443,0.4851534828807556
175.74,106.46,51.54,16.89,182.79,176.06,17.74,230.66,154.0,-248.0,384.0,0.6057812677819505,1.6057812677819503,0.8990554227836576,1.8990554227836576,0.6227498228206946,0.3772501771793054,0.695177754311862,1.4684090109116508,0.5265775753580632,0.4734224246419368
176.19,164.32,84.6,25.85,137.75,179.8,-72.73,255.91,48.0,-245.0,347.0,0.932629547647426,1.932629547647426,1.412793007548669,2.412793007548669,0.5174297377463217,0.4825702622536783,0.9544844510909162,1.6300855094137048,0.4144574345463527,0.5855425654536472
148.84,87.49,59.36,18.59,162.23,148.87,1.99,176.97,121.0,-229.0,324.0,0.5878124160171996,1.5878124160171996,0.9866299381886589,1.986629938188659,0.6297973173105404,0.3702026826894596,0.7053314121037464,1.4202209414024978,0.5033650106530488,0.4966349893469511
165.66,154.97,75.29,25.79,148.44,170.57,-64.6,245.34,87.0,-245.0,367.0,0.9354702402511168,1.9354702402511168,1.389955330194374,2.389955330194374,0.516670305336369,0.4833296946636309,0.9556339489520648,1.6431624818427062,0.4184178621943827,0.5815821378056173
161.89,147.71,63.59,24.9,167.25,168.51,-49.41,246.01,107.0,-250.0,354.0,0.9124096608808452,1.9124096608808452,1.3052072394836,2.3052072394836003,0.5229005167958656,0.4770994832041343,0.937111938974632,1.65509136065283,0.4338004769688361,0.5661995230311637
128.73,55.2,46.65,62.91,176.72,128.74,26.88,137.28,114.0,-242.0,312.0,0.4288044744814729,1.428804474481473,0.7911908646003263,1.7911908646003265,0.6998858261295057,0.3001141738704942,0.5807389668149162,1.3147451248717072,0.5582877959927139,0.4417122040072859
158.32,103.08,64.34,33.89,159.35,158.61,-9.1,197.06,142.0,-235.0,358.0,0.6510864072764022,1.6510864072764022,1.057478524507327,2.057478524507327,0.6056618209640399,0.3943381790359602,0.7519087397826283,1.462947992454864,0.4860318045066617,0.5139681954933383
148.63,71.11,53.33,76.54,177.82,148.63,24.19,166.41,151.0,-174.0,362.0,0.478436385655655,1.478436385655655,0.8372468546053959,1.837246854605396,0.676390279421134,0.3236097205788659,0.6161616161616162,1.3520994256288374,0.5442926722085912,0.4557073277914088
172.84,143.72,71.45,21.08,154.36,173.69,-42.33,245.11,83.0,-237.0,376.0,0.8315204813700532,1.8315204813700527,1.2449085859754687,2.2449085859754687,0.5459944402324993,0.4540055597675006,0.8807974129108846,1.588317164026362,0.4454524367928661,0.5545475632071339
178.49,158.2,69.75,23.24,159.57,180.91,-49.46,266.94,97.0,-218.0,391.0,0.8863241638187013,1.8863241638187007,1.277102358675556,2.277102358675556,0.5301315750393537,0.4698684249606462,0.91826458266194,1.6372864969384466,0.4391546107666568,0.5608453892333432
182.41,156.04,79.25,22.03,150.41,183.68,-52.88,259.2,109.0,-233.0,361.0,0.8554355572611151,1.855435557261115,1.2898963872594704,2.2898963872594704,0.5389570098980647,0.4610429901019353,0.8992203623022244,1.5963464037300314,0.436700981565717,0.563299018434283
172.91,162.53,75.38,26.02,149.15,175.06,-65.0,260.06,56.0,-220.0,358.0,0.9399687698802844,1.9399687698802843,1.3759181076860794,2.37591810768608,0.5154722155974243,0.4845277844025757,0.9581940472834186,1.6545974465342943,0.4208899274621488,0.5791100725378512
170.55,126.09,63.16,17.96,164.92,170.92,-18.7,233.48,123.0,-249.0,372.0,0.7393139841688654,1.7393139841688652,1.1096452653180884,2.109645265318088,0.5749393203883496,0.4250606796116505,0.8097642377305208,1.5395147832784215,0.4740133407448583,0.5259866592551418
163.55,148.92,66.38,23.64,160.81,164.96,-51.75,246.09,70.0,-245.0,360.0,0.9105472332619992,1.9105472332619995,1.3164169978599816,2.3164169978599816,0.5234102473837489,0.4765897526162511,0.9363719392858696,1.647675379463315,0.4317012010030355,0.5682987989969644
170.82,124.44,66.35,18.68,162.91,171.13,-19.97,228.91,136.0,-234.0,373.0,0.7284861257463997,1.7284861257463997,1.1169066853998362,2.116906685399836,0.5785409469619995,0.4214590530380004,0.8044440696546781,1.524686933423283,0.4723873786676253,0.5276126213323746
163.92,117.05,64.94,18.02,164.19,164.31,-18.07,216.03,137.0,-245.0,360.0,0.7140678379697414,1.7140678379697414,1.1102367008296732,2.110236700829673,0.5834074812257537,0.4165925187742464,0.7952023070873023,1.511448046840863,0.4738804891445752,0.5261195108554249
168.33,162.54,78.65,27.42,148.32,174.36,-72.86,252.22,72.0,-248.0,359.0,0.9656032792728568,1.9656032792728568,1.4328402542624603,2.4328402542624605,0.5087496599873063,0.4912503400126938,0.976556806219127,1.6581099684184952,0.4110421957413558,0.5889578042586443
167.94,117.39,59.99,16.03,170.49,168.39,-9.44,225.34,120.0,-245.0,361.0,0.6989996427295463,1.6989996427295462,1.0562105513874005,2.0562105513874003,0.5885816423089055,0.4114183576910945,0.7782213837581713,1.5150265432369587,0.4863315185914514,0.5136684814085486
165.23,154.52,64.84,25.7,163.48,170.21,-54.13,254.91,104.0,-247.0,363.0,0.9351812624826,1.9351812624826,1.3276039460146465,2.3276039460146465,0.5167474589523064,0.4832525410476935,0.953448950319468,1.671621680358152,0.4296263553394523,0.5703736446605476
158.6,143.16,61.03,24.23,165.46,160.28,-45.59,240.73,83.0,-246.0,374.0,0.9026481715006304,1.9026481715006305,1.287452711223203,2.287452711223203,0.5255832449628844,0.4744167550371156,0.9296999499157674,1.651823521376861,0.4371675073734116,0.5628324926265884
173.76,149.35,69.66,22.13,159.07,176.56,-45.25,253.45,111.0,-219.0,371.0,0.859518876611418,1.859518876611418,1.2604166666666667,2.2604166666666665,0.5377735136640772,0.4622264863359227,0.8997206474406376,1.6135485991290772,0.4423963133640552,0.5576036866359447
165.71,167.13,73.13,29.38,153.29,173.09,-74.55,259.71,57.0,-247.0,347.0,1.00856918713415,2.00856918713415,1.449882324542876,2.449882324542876,0.4978668429275327,0.5021331570724672,1.0059454027801038,1.6997571596047565,0.4081828706554671,0.5918171293445328
171.12,119.08,66.17,15.33,163.38,171.39,-14.13,224.03,123.0,-246.0,363.0,0.69588592800374,1.69588592800374,1.0825736325385693,2.082573632538569,0.5896623018607857,0.4103376981392143,0.7806902945762568,1.501833199882001,0.48017509891405,0.51982490108595
177.03,109.26,56.82,17.85,176.5,177.17,10.95,229.47,125.0,-242.0,365.0,0.6171835282155567,1.6171835282155569,0.9381460769361126,1.9381460769361123,0.6183590066016975,0.3816409933983024,0.7101988454137268,1.4672225785760105,0.515956981725977,0.4840430182740229
145.21,91.2,55.36,12.53,170.93,145.23,-1.35,181.05,103.0,-249.0,319.0,0.6280559190138421,1.6280559190138422,1.009296880380139,2.0092968803801394,0.6142295165179138,0.3857704834820862,0.7307174552525303,1.4547040933339983,0.4976865339136991,0.5023134660863008
168.63,130.47,70.08,18.47,157.32,169.0,-31.92,229.02,132.0,-245.0,360.0,0.7737057463084861,1.7737057463084862,1.1892901618929017,2.189290161892902,0.563791374122367,0.4362086258776328,0.8401407565665453,1.5465627749151691,0.4567690557451649,0.5432309442548351
167.41,103.04,63.23,37.99,167.49,167.58,1.14,207.22,167.0,-242.0,374.0,0.6154948927782092,1.6154948927782091,0.9931903709455828,1.9931903709455827,0.619005361434646,0.3809946385653541,0.7209070412764482,1.4467568505029484,0.5017082234476145,0.4982917765523855
147.21,82.64,49.2,27.99,180.32,147.24,15.37,180.65,156.0,-219.0,356.0,0.5613749065960193,1.5613749065960194,0.8955913321105903,1.8955913321105904,0.640461170328475,0.3595388296715249,0.6712489180795275,1.4207525075098009,0.5275398674072747,0.4724601325927253
153.88,82.48,53.36,15.13,173.25,153.91,18.04,183.0,147.0,-246.0,316.0,0.5360020795425007,1.536002079542501,0.8827657915258643,1.8827657915258649,0.6510407852428498,0.3489592147571501,0.6554719166184134,1.3979926655085892,0.5311335082148281,0.4688664917851718
175.9,122.51,65.2,15.23,168.62,176.77,-11.81,233.21,148.0,-249.0,354.0,0.6964752700397954,1.6964752700397954,1.067140420693576,2.067140420693576,0.5894574578599913,0.4105425421400087,0.7785566155122355,1.50812940688511,0.4837600726052639,0.5162399273947361
144.63,58.75,39.58,58.86,195.0,144.63,46.3,163.8,158.0,-250.0,321.0,0.4062089469681256,1.4062089469681256,0.679872778814907,1.6798727788149068,0.7111318713737831,0.2888681286262169,0.5337929536941535,1.3189294826556648,0.5952831741850511,0.404716825814949
169.58,156.18,68.73,25.21,161.67,174.26,-55.33,257.03,106.0,-248.0,368.0,0.9209812477886544,1.920981247788654,1.326276683571176,2.326276683571176,0.5205672888015718,0.4794327111984283,0.943770718811632,1.6553648608954723,0.4298714796319298,0.5701285203680703
174.16,74.82,70.98,88.73,159.64,174.2,28.36,178.0,114.0,-248.0,335.0,0.4296049609554432,1.429604960955443,0.8371612310519064,1.8371612310519063,0.6994939352558439,0.3005060647441561,0.5947621767153464,1.3052133474749124,0.5443180397549694,0.4556819602450307
141.53,65.72,61.96,79.97,154.58,141.57,13.85,145.29,124.0,-253.0,339.0,0.4643538472408676,1.4643538472408677,0.902140888857486,1.9021408888574856,0.6828950542822678,0.3171049457177322,0.6274509803921569,1.3229642734286695,0.5257234129489989,0.4742765870510011
180.84,109.9,70.2,31.14,158.9,180.97,0.74,220.54,131.0,-214.0,355.0,0.6077195310771953,1.6077195310771952,0.99590798495908,1.99590798495908,0.6219990369402215,0.3780009630597785,0.7174155513065648,1.4377788400254938,0.5010251011248407,0.4989748988751594
