90.55,49.66,157,10603,2
32.91,64.24,154,9954,2
26.75,84.23,167,9773,2
36.68,84.65,171,9985,2
62.04,76.71,163,9980,2
41.7,74.99,159,9859,2
121.2,-10.26,144,11573,1
38.27,31.52,136,11390,1
30.66,48.04,127,10648,1
38.15,43.9,116,10830,1
81.32,37.18,154,10638,1
56.95,49.13,151,10762,1
102.23,22.12,128,11912,2
39.6,48.5,139,11293,2
24.44,46.34,124,11750,2
35.3,47.11,151,10954,2
73.65,67.58,155,11817,2
60.78,61.22,140,11268,2
172.43,-58.32,106,14758,2
66.77,26.02,171,14720,2
74.6,47.68,167,14356,2
81.99,36.48,172,13838,2
123.63,-4.38,140,14446,2
80.59,40.15,163,14459,2
93.24,1.71,133,12750,2
116.3,-24.28,130,12354,2
38.98,37.01,145,12044,2
121.61,-6.08,162,12679,2
129.8,-22.75,117,13104,2
43.93,30.61,144,12561,2
149.19,-50.72,141,10299,1
137.09,-39.4,90,10115,1
45.11,68.12,161,9857,1
151.14,-55.35,118,10020,1
179.64,-80.92,38,9945,1
103.88,8.45,134,9859,1
128.83,-7.63,168,12557,1
135.5,-22.71,117,12092,1
56.07,64.12,180,12071,1
109.71,19.36,182,12117,1
118.37,14.7,131,12360,1
92.73,45.25,150,12188,1
155.68,-51.15,106,12067,2
85.12,23.49,175,11139,2
49.81,62.75,161,10573,2
85.48,22.2,163,11133,2
152.6,-37.82,134,10286,2
160.03,-54.14,116,11484,2
158.27,-40.47,128,11459,1
159.75,-62.39,108,11041,1
77.09,55.33,171,11257,1
137.76,-12.98,158,11504,1
180.4,-66.64,95,11036,1
159.6,-41.95,61,11539,1
117.85,-7.98,120,10702,2
41.63,42.58,150,10062,2
39.49,55.09,153,10292,2
70.38,34.7,151,10079,2
93,20.69,152,10323,2
54,45.27,146,10165,2
183.74,-81.13,56,9973,0
87.42,19.44,157,10163,0
104.83,17.48,146,10029,0
162.07,-66.29,136,10129,0
168.72,-64.11,86,9871,0
135.46,-25.09,126,9933,0
125.5,-5.81,137,12733,2
130.52,-20.43,143,12219,2
42.98,70.17,161,12321,2
104.8,23.64,163,12462,2
136.55,-7.6,114,12181,2
97.03,33.35,119,12621,2
172.51,-62,64,11417,1
156.39,-67.68,75,10814,1
131.29,-17.33,143,10638,1
175.08,-82.12,104,10659,1
165.75,-54.82,42,10930,1
156.95,-47.06,93,10813,1
126.8,-15.23,155,9757,1
88.95,5.66,148,9807,1
42.32,53.31,149,9675,1
81.55,36.5,151,9692,1
143.15,-33.64,128,9771,1
124.82,-7.51,121,9588,1
93.48,30.13,161,12250,2
164.82,-58.98,94,11480,2
60.7,57.04,153,11588,2
103.02,27.36,174,11719,2
138.55,-3.46,133,11873,2
145.88,-26.64,97,11987,2
138.64,-27.71,118,7527,2
34.65,27.82,101,7428,2
33.41,50.76,134,7122,2
40.37,44.73,149,6942,2
70.26,26.19,120,7154,2
51.51,39.37,130,7076,2
129.56,-28.57,143,12723,1
133.12,-34.59,123,11721,1
72.7,47.18,149,11726,1
89.69,26.71,141,11755,1
100.24,15.43,136,11765,1
157.56,-54.16,100,12165,1
166.6,-57.37,123,15211,2
110.98,5.95,138,14536,2
44.57,54.86,166,14936,2
85.59,27.99,171,15384,2
116.72,14.13,152,15044,2
156.02,-36.73,117,15253,2
133.34,-20.92,142,10033,1
81.27,21.9,150,9848,1
32.86,70.1,174,9675,1
88.93,21.73,154,9905,1
162.89,-53.58,94,9621,1
134.15,-19.34,117,9870,1
145.25,-44.75,129,10791,2
102.76,4.02,133,10664,2
64.44,56.9,157,10064,2
138.62,-25.15,136,10386,2
175.92,-68.58,62,10221,2
148.63,-44.62,96,10238,2
157.57,-53.19,102,12182,2
79.36,19.38,159,11811,2
48.84,57.79,173,11377,2
98.55,8.3,169,11460,2
159.45,-64.13,112,11425,2
148.31,-43.67,93,11497,2
184.08,-83.22,30,8496,0
180.42,-86.88,44,8278,0
149.27,-39.98,72,8125,0
178.36,-89.44,71,8520,0
189.31,-100.03,64,8421,0
185.78,-85.07,19,8153,0
136.13,-30.76,134,10525,0
170.85,-78.21,37,10253,0
131.53,-24.64,151,10375,0
143.53,-35.02,148,10107,0
165.69,-58.19,78,10171,0
167.86,-63.65,81,10584,0
105.98,-4.04,130,10500,0
121.95,-25.95,124,10453,0
67.61,37.2,147,10268,0
93.56,19.22,138,9876,0
159.92,-57.2,95,10156,0
108.65,2.26,122,10070,0
66.35,29.94,146,8413,0
108.35,-11.69,122,8091,0
30.98,50.41,118,8132,0
62.35,53.75,144,8064,0
95.19,21.85,129,8046,0
54.33,41.26,117,7983,0
115.6,-7.59,159,13261,1
128.13,-24.71,91,12413,1
58,58.37,145,12622,1
101.12,21.08,149,12463,1
96.83,25.68,127,12551,1
67.2,43.64,139,12340,1
105.8,4.84,133,12149,2
73.87,17.4,134,11650,2
32.13,35.68,97,11103,2
58.67,56.74,144,11260,2
98.11,22.95,139,11726,2
35.54,43.58,145,11966,2
71.91,24.24,158,13894,1
130.02,-34.4,111,13278,1
52.59,56.41,174,13606,1
69.01,43.43,150,13396,1
41.81,70.19,170,13474,1
82.11,27.69,133,13121,1
132.51,-32.19,124,10216,0
89.52,16.46,148,9618,0
60.16,57.32,144,9304,0
105.74,15.97,135,9355,0
155.3,-47.87,94,9281,0
111.88,5.67,124,9586,0
97.16,0.95,129,11516,2
122.18,-33,127,10823,2
49.25,38.52,128,10903,2
81.3,8.22,113,10937,2
160.29,-60.15,63,10829,2
136.23,-30.45,111,11596,2
85.37,38.72,157,15582,2
51.62,42.74,166,14800,2
34.04,31.4,139,15358,2
64.35,62.84,181,15861,2
76.94,59.39,158,15401,2
39.73,44.72,169,15580,2
140.65,-36.36,134,11488,0
155.76,-62.39,71,10720,0
130.53,-17.83,116,11111,0
173.04,-67.36,80,11168,0
157.7,-53.5,101,11590,0
126.64,-8.37,101,11339,0
146.58,-37.88,103,10534,0
66.77,37.18,153,10239,0
77.31,42.71,165,9366,0
109.64,4.6,132,10387,0
113.65,-0.78,139,9513,0
78.48,35.1,152,9883,0
141.41,-45.24,108,13652,1
73.69,3.37,145,12695,1
62.56,44.4,147,12306,1
127.29,-19.99,139,12313,1
114.46,-22.84,137,12792,1
52.64,38.32,151,12710,1
135.43,-40.93,129,11512,2
65.86,14.96,162,11726,2
34.83,33.14,141,11465,2
98.28,-2.19,146,10680,2
150.85,-50.14,88,11464,2
42.32,26.17,123,11684,2
169.15,-47.85,98,11001,1
58.19,39.64,154,10686,1
109.74,3.33,198,11308,1
116.27,18.48,157,10865,1
93.69,35.33,181,10631,1
102.91,9.97,181,10987,1
109.73,8.26,149,17018,2
79.79,31.16,152,15722,2
42.51,43.2,147,15863,2
106.33,25.56,166,16081,2
123.83,11.66,134,16822,2
48.22,63.13,180,15886,2
112.13,15.99,152,7324,2
78.44,28.11,143,7383,2
30.87,56.99,149,7860,2
40.09,49.11,126,7351,2
138.39,-25.5,121,8012,2
70.37,63.64,148,7484,2
147.53,-25.87,140,11965,2
120.11,-13.25,161,12179,2
51.14,61.69,160,12185,2
149.5,-30.56,132,11833,2
168.08,-53.92,54,12093,2
86.14,24.77,149,12395,2
153.19,-50.14,109,8623,1
146.1,-52.6,106,8465,1
61.32,49.65,140,8524,1
167.72,-70.89,121,8242,1
182.36,-86.24,48,8249,1
103.26,-2.09,125,8548,1
132.94,-17.89,92,9491,0
39.49,33.2,138,8854,0
49.78,47.37,133,8600,0
56.58,42.63,117,8883,0
45.11,61.34,162,8668,0
42.4,60.57,145,8784,0
156.26,-20.21,113,14729,0
41.56,31.98,130,14218,0
51.34,39.82,152,14501,0
118.01,17.68,149,14105,0
77.48,56.71,163,14266,0
58.76,44.94,166,14540,0
113.37,7.95,152,12043,2
89.76,9.41,167,11854,2
33.05,67.16,154,11437,2
106.03,12.2,155,11935,2
78.27,53.34,153,11777,2
39.88,69.46,170,11545,2
48.49,43.02,148,9444,2
104.77,8.45,142,9145,2
31.24,81.54,156,8980,2
61.72,64.18,158,8903,2
68.1,58.87,153,8742,2
32.71,82.98,182,8730,2
133.91,-12.77,145,12088,2
154.65,-40.54,86,11303,2
106.67,27.08,133,11386,2
153.8,-32.53,128,11269,2
149.19,-21.06,98,11296,2
113.99,21.22,137,11488,2
65.26,33.66,149,9467,0
149.94,-49.74,88,9015,0
43.94,54.98,156,8563,0
76.81,38.87,137,8840,0
119.11,-8.64,100,8882,0
69.09,42.64,143,8417,0
176.8,-62.05,58,9279,0
65,25.88,126,9345,0
83.92,19.18,143,8895,0
98.71,20.88,153,8786,0
147.5,-35.64,109,8929,0
86.87,18.21,114,8931,0
82.83,34.03,144,9445,1
39.82,43.57,152,8898,1
22.73,57.34,141,8461,1
24.35,50.97,111,8344,1
85.59,40.56,143,8946,1
33.68,61.15,140,8844,1
126.79,-0.76,141,11553,1
101.51,1.42,160,11227,1
36.1,54.84,144,11292,1
131.75,-3.09,163,11593,1
165.1,-34.03,75,11291,1
81.73,34.81,157,11275,1
100.03,14.11,143,13188,2
115.93,-4.4,144,12608,2
36.96,76.08,158,12359,2
68.54,57.54,154,12554,2
114.02,15.8,141,12548,2
71.05,54.72,154,12535,2
102.35,23.92,131,16111,2
59.26,37.62,148,15332,2
39.55,16.98,126,16128,2
58.37,53.9,140,15293,2
100.58,48.25,160,15957,2
59.09,41.81,165,15993,2
175.78,-66.28,46,12658,2
103.69,-1.56,138,12370,2
106.14,14.04,141,12448,2
148.52,-33.99,124,12442,2
167.91,-56.48,58,12584,2
120.93,-2.16,134,12448,2
89.06,32.44,139,12831,2
40.78,59.25,181,11845,2
42.59,51.02,133,11907,2
69.1,69.51,165,12099,2
65.92,66.87,166,11802,2
33.52,51.55,135,12531,2
121.35,-17.98,102,13585,2
56.7,19.95,137,13271,2
60.48,31.21,121,12862,2
72.52,37.83,137,12652,2
103.8,7.75,127,12991,2
59.11,30.32,112,12346,2
142.44,-44.43,93,12742,1
155.66,-52.1,81,12169,1
100.44,6.26,129,11589,1
134.52,-29.82,96,12217,1
150.75,-42.79,83,11951,1
104.14,10.78,129,12499,1
158.34,-48.37,121,10911,1
161.88,-62.03,68,10684,1
106.81,20.04,111,10348,1
169.81,-59.8,79,10140,1
180.47,-70.6,31,10393,1
163.62,-50.68,44,10529,1
170.17,-67.94,80,9518,0
119.45,-23.57,136,9367,0
63.71,41.8,132,9087,0
142.49,-31.99,111,8967,0
182.3,-74.64,46,9028,0
105.76,1.4,124,8906,0
140.94,-24.64,138,16914,1
154.38,-41.25,122,16189,1
104.45,25.68,149,17033,1
155.17,-33.2,114,16878,1
166.2,-49.54,59,15969,1
126.31,-1.93,124,16324,1
164.27,-54.47,80,11200,0
144.41,-42.98,115,10875,0
68.8,52.81,138,10619,0
136.25,-20.38,140,10998,0
185.93,-80.34,36,10433,0
105.12,14.2,124,10754,0
163.5,-38.33,103,9554,2
108.62,2.11,146,9820,2
71.35,45.46,135,9322,2
131.64,-10.31,143,9286,2
168.37,-42.43,66,8973,2
135.59,-10.5,112,9666,2
167.05,-55.01,108,9027,2
87.34,9.88,139,9448,2
65.81,32.97,148,9032,2
71.61,32.56,132,8751,2
118.87,8.81,123,9249,2
119.44,0.21,144,9445,2
166.8,-61.64,91,11925,1
139.87,-48.2,72,11568,1
109.75,4.1,109,11698,1
146.17,-38.46,81,11641,1
150.33,-44.62,61,11954,1
138.22,-34.33,89,12087,1
131.48,-22.17,104,11521,1
143.37,-39.08,81,11448,1
91.73,23.72,125,10642,1
134.74,-20.6,95,10685,1
157.88,-38.26,92,11558,1
143.3,-31.12,81,11583,1
163.72,-51.13,88,9083,2
109.97,-11.34,102,9120,2
